1_ortho	4_cgram	11_infover	5_genre
déposerez	VER	ind:fut:2p;	na
déposerions	VER	cnd:pre:1p;	na
déposerons	VER	ind:fut:1p;	na
déposeront	VER	ind:fut:3p;	na
déposes	VER	ind:pre:2s;	na
déposez	VER	imp:pre:2p;ind:pre:2p;	na
déposiez	VER	ind:imp:2p;	na
déposions	VER	ind:imp:1p;	na
déposons	VER	imp:pre:1p;ind:pre:1p;	na
déposât	VER	sub:imp:3s;	na
déposèrent	VER	ind:pas:3p;	na
déposé	VER	par:pas;	m
déposée	VER	par:pas;	f
déposées	VER	par:pas;	f
déposés	VER	par:pas;	m
déposerait	VER	cnd:pre:3s;	na
déposeras	VER	ind:fut:2s;	na
déposeraient	VER	cnd:pre:3p;	na
déposerai	VER	ind:fut:1s;	na
déposant	VER	par:pre;	na
dépose	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
déposent	VER	ind:pre:3p;	na
déposer	VER	inf;;	na
déposera	VER	ind:fut:3s;	na
urgences	NOM	na	f
urgence	NOM	na	f
destins	NOM	na	m
destin	NOM	na	m
plaçât	VER	sub:imp:3s;	na
plaçons	VER	imp:pre:1p;ind:pre:1p;	na
plaçant	VER	par:pre;	na
plaçait	VER	ind:imp:3s;	na
plaçais	VER	ind:imp:1s;ind:imp:2s;	na
plaçaient	VER	ind:imp:3p;	na
plaçai	VER	ind:pas:1s;	na
plaça	VER	ind:pas:3s;	na
placé	VER	par:pas;	m
placés	VER	par:pas;	m
placées	VER	par:pas;	f
placée	VER	par:pas;	f
placez	VER	imp:pre:2p;ind:pre:2p;	na
placèrent	VER	ind:pas:3p;	na
placerons	VER	ind:fut:1p;	na
placent	VER	ind:pre:3p;	na
placer	VER	inf;	na
placera	VER	ind:fut:3s;	na
placerai	VER	ind:fut:1s;	na
placeraient	VER	cnd:pre:3p;	na
placerais	VER	cnd:pre:1s;	na
placerait	VER	cnd:pre:3s;	na
placeras	VER	ind:fut:2s;	na
placerez	VER	ind:fut:2p;	na
placeront	VER	ind:fut:3p;	na
places	VER	ind:pre:2s;	na
placions	VER	ind:imp:1p;	na
placiez	VER	ind:imp:2p;	na
place	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
remplacerez	VER	ind:fut:2p;	na
remplaceras	VER	ind:fut:2s;	na
remplacerais	VER	cnd:pre:1s;cnd:pre:2s;	na
remplaceraient	VER	cnd:pre:3p;	na
remplacerai	VER	ind:fut:1s;	na
remplacera	VER	ind:fut:3s;	na
remplaceriez	VER	cnd:pre:2p;	na
remplacées	VER	par:pas;	f
remplacerons	VER	ind:fut:1p;	na
remplaceront	VER	ind:fut:3p;	na
remplaces	VER	ind:pre:2s;	na
remplacez	VER	imp:pre:2p;ind:pre:2p;	na
remplaciez	VER	ind:imp:2p;	na
remplacée	VER	par:pas;	f
remplacerait	VER	cnd:pre:3s;	na
remplacer	VER	inf;;inf;;inf;;	na
remplacèrent	VER	ind:pas:3p;	na
remplacent	VER	ind:pre:3p;	na
remplaçant	VER	par:pre;	na
remplaçons	VER	imp:pre:1p;ind:pre:1p;	na
remplaçât	VER	sub:imp:3s;	na
remplaçait	VER	ind:imp:3s;	na
remplacé	VER	par:pas;	m
remplaçais	VER	ind:imp:1s;ind:imp:2s;	na
remplaçaient	VER	ind:imp:3p;	na
remplaçai	VER	ind:pas:1s;	na
remplaça	VER	ind:pas:3s;	na
remplacés	VER	par:pas;	m
remplace	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
accuserions	VER	cnd:pre:1p;	na
accusez	VER	imp:pre:2p;ind:pre:2p;	na
accuses	VER	ind:pre:2s;	na
accuseront	VER	ind:fut:3p;	na
accuserons	VER	ind:fut:1p;	na
accuserait	VER	cnd:pre:3s;	na
accuseriez	VER	cnd:pre:2p;	na
accuserez	VER	ind:fut:2p;	na
accusions	VER	ind:imp:1p;	na
accuserais	VER	cnd:pre:1s;cnd:pre:2s;	na
accuseraient	VER	cnd:pre:3p;	na
accusera	VER	ind:fut:3s;	na
accusiez	VER	ind:imp:2p;	na
accusèrent	VER	ind:pas:3p;	na
accusons	VER	imp:pre:1p;ind:pre:1p;	na
accusât	VER	sub:imp:3s;	na
accusent	VER	ind:pre:3p;	na
accusé	VER	par:pas;	m
accusée	VER	par:pas;	f
accusées	VER	par:pas;	f
accuse	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	na
accusant	VER	par:pre;	na
accusait	VER	ind:imp:3s;	na
accusais	VER	ind:imp:1s;ind:imp:2s;	na
accusaient	VER	ind:imp:3p;	na
accusai	VER	ind:pas:1s;	na
accusa	VER	ind:pas:3s;	na
accusés	VER	par:pas;	m
accuser	VER	inf;	na
celle-là	PRO:dem	na	f
vert	ADJ	na	m
verte	ADJ	na	f
vertes	ADJ	na	f
verts	ADJ	na	m
terrain	NOM	na	m
terrains	NOM	na	m
nourrissez	VER	imp:pre:2p;ind:pre:2p;	na
nourririons	VER	cnd:pre:1p;	na
nourrirai	VER	ind:fut:1s;	na
nourriraient	VER	cnd:pre:3p;	na
nourrirais	VER	cnd:pre:1s;cnd:pre:2s;	na
nourrît	VER	sub:imp:3s;	na
nourrit	VER	ind:pre:3s;ind:pas:3s;	na
nourrissons	VER	imp:pre:1p;ind:pre:1p;	na
nourriras	VER	ind:fut:2s;	na
nourrirent	VER	ind:pas:3p;	na
nourrirez	VER	ind:fut:2p;	na
nourrissions	VER	ind:imp:1p;	na
nourrirons	VER	ind:fut:1p;	na
nourrisses	VER	sub:pre:2s;	na
nourriront	VER	ind:fut:3p;	na
nourris	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;par:pas;	m
nourrir	VER	inf;;	na
nourrissaient	VER	ind:imp:3p;	na
nourrissiez	VER	ind:imp:2p;	na
nourrissais	VER	ind:imp:1s;ind:imp:2s;	na
nourrissait	VER	ind:imp:3s;	na
nourrissant	VER	par:pre;	na
nourrisse	VER	sub:pre:1s;sub:pre:3s;	na
nourrissent	VER	ind:pre:3p;sub:imp:3p;	na
nourrira	VER	ind:fut:3s;	na
nourrirait	VER	cnd:pre:3s;	na
nourrie	VER	par:pas;	f
nourri	VER	par:pas;	m
nourries	VER	par:pas;	f
second	ADJ	na	m
seconde	ADJ	na	f
secondes	ADJ	na	f
seconds	ADJ	na	m
folies	NOM	na	f
folie	NOM	na	f
presseraient	VER	cnd:pre:3p;	na
pressez	VER	imp:pre:2p;ind:pre:2p;	na
pressiez	VER	ind:imp:2p;	na
pressés	VER	par:pas;	m
pressions	VER	ind:imp:1p;	na
pressons	VER	imp:pre:1p;ind:pre:1p;	na
presserait	VER	cnd:pre:3s;	na
pressât	VER	sub:imp:3s;	na
pressé	VER	par:pas;	m
presses	VER	ind:pre:2s;sub:pre:2s;	na
presseront	VER	ind:fut:3p;	na
pressèrent	VER	ind:pas:3p;	na
pressa	VER	ind:pas:3s;	na
pressai	VER	ind:pas:1s;	na
presserai	VER	ind:fut:1s;	na
pressaient	VER	ind:imp:3p;	na
pressais	VER	ind:imp:1s;ind:imp:2s;	na
pressait	VER	ind:imp:3s;	na
pressant	VER	par:pre;	na
pressera	VER	ind:fut:3s;	na
presse	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
presser	VER	inf;	na
pressent	VER	ind:pre:3p;	na
accordèrent	VER	ind:pas:3p;	na
accordée	VER	par:pas;	f
accordé	VER	par:pas;	m
accordes	VER	ind:pre:2s;	na
accordât	VER	sub:imp:3s;	na
accordées	VER	par:pas;	f
accordions	VER	ind:imp:1p;	na
accordiez	VER	ind:imp:2p;sub:pre:2p;	na
accordez	VER	imp:pre:2p;ind:pre:2p;	na
accordons	VER	imp:pre:1p;ind:pre:1p;	na
accorderont	VER	ind:fut:3p;	na
accordés	VER	par:pas;	m
accordaient	VER	ind:imp:3p;	na
accordassent	VER	sub:imp:3p;	na
accorde	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
accordent	VER	ind:pre:3p;	na
accordas	VER	ind:pas:2s;	na
accorder	VER	inf;	na
accorderons	VER	ind:fut:1p;	na
accordant	VER	par:pre;	na
accordait	VER	ind:imp:3s;	na
accordais	VER	ind:imp:1s;ind:imp:2s;	na
accordera	VER	ind:fut:3s;	na
accordai	VER	ind:pas:1s;	na
accorderait	VER	cnd:pre:3s;	na
accorderez	VER	ind:fut:2p;	na
accorda	VER	ind:pas:3s;	na
accorderas	VER	ind:fut:2s;	na
accorderiez	VER	cnd:pre:2p;	na
accorderais	VER	cnd:pre:1s;cnd:pre:2s;	na
accorderaient	VER	cnd:pre:3p;	na
accorderai	VER	ind:fut:1s;	na
emmerdes	VER	ind:pre:2s;	na
emmerdés	VER	par:pas;	m
emmerdée	VER	par:pas;	f
emmerdé	VER	par:pas;	m
emmerdons	VER	ind:pre:1p;	na
emmerderez	VER	ind:fut:2p;	na
emmerderais	VER	cnd:pre:1s;	na
emmerderont	VER	ind:fut:3p;	na
emmerderaient	VER	cnd:pre:3p;	na
emmerderai	VER	ind:fut:1s;	na
emmerdez	VER	imp:pre:2p;ind:pre:2p;	na
emmerderait	VER	cnd:pre:3s;	na
emmerdais	VER	ind:imp:1s;ind:imp:2s;	na
emmerdera	VER	ind:fut:3s;	na
emmerde	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
emmerdaient	VER	ind:imp:3p;	na
emmerda	VER	ind:pas:3s;	na
emmerder	VER	inf;	na
emmerdent	VER	ind:pre:3p;	na
emmerdant	VER	par:pre;	na
emmerdait	VER	ind:imp:3s;	na
baiser	NOM	na	m
baisers	NOM	na	m
reculeras	VER	ind:fut:2s;	na
reculent	VER	ind:pre:3p;	na
reculais	VER	ind:imp:1s;ind:imp:2s;	na
reculeront	VER	ind:fut:3p;	na
reculait	VER	ind:imp:3s;	na
reculaient	VER	ind:imp:3p;	na
reculai	VER	ind:pas:1s;	na
reculant	VER	par:pre;	na
recule	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
reculerons	VER	ind:fut:1p;	na
reculera	VER	ind:fut:3s;	na
reculer	VER	inf;	na
recules	VER	ind:pre:2s;sub:pre:2s;	na
reculerai	VER	ind:fut:1s;	na
reculeraient	VER	cnd:pre:3p;	na
reculât	VER	sub:imp:3s;	na
reculèrent	VER	ind:pas:3p;	na
reculerais	VER	cnd:pre:1s;cnd:pre:2s;	na
reculé	VER	par:pas;	m
reculée	VER	par:pas;	f
reculées	VER	par:pas;	f
reculerait	VER	cnd:pre:3s;	na
recula	VER	ind:pas:3s;	na
arrière	NOM	na	m
reculés	VER	par:pas;	m
arrières	NOM	na	m
reculez	VER	imp:pre:2p;ind:pre:2p;	na
reculons	VER	imp:pre:1p;ind:pre:1p;	na
sexes	NOM	na	m
sexe	NOM	na	m
élevait	VER	ind:imp:3s;	na
élèveraient	VER	cnd:pre:3p;	na
élèvent	VER	ind:pre:3p;	na
élèvera	VER	ind:fut:3s;	na
élèverai	VER	ind:fut:1s;	na
élèverais	VER	cnd:pre:1s;cnd:pre:2s;	na
élevant	VER	par:pre;	na
élève	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
élèverait	VER	cnd:pre:3s;	na
élèveras	VER	ind:fut:2s;	na
élevais	VER	ind:imp:1s;ind:imp:2s;	na
élever	VER	inf;;	na
éleviez	VER	ind:imp:2p;	na
élèverons	VER	ind:fut:1p;	na
élevions	VER	ind:imp:1p;	na
élevés	VER	par:pas;	m
élevées	VER	par:pas;	f
élevée	VER	par:pas;	f
élevé	VER	par:pas;	m
élevons	VER	imp:pre:1p;ind:pre:1p;	na
élevèrent	VER	ind:pas:3p;	na
éleva	VER	ind:pas:3s;	na
élevât	VER	sub:imp:3s;	na
élèveriez	VER	cnd:pre:2p;	na
élevaient	VER	ind:imp:3p;	na
élèves	VER	ind:pre:2s;	na
élèveront	VER	ind:fut:3p;	na
élevai	VER	ind:pas:1s;	na
élevez	VER	imp:pre:2p;ind:pre:2p;	na
nécessaire	ADJ	na	na
nécessaires	ADJ	na	na
piste	NOM	na	f
pistes	NOM	na	f
prêtresses	NOM	na	f
prêtre	NOM	na	m
prêtres	NOM	na	m
prêtresse	NOM	na	f
usines	NOM	na	f
usine	NOM	na	f
accrochât	VER	sub:imp:3s;	na
accrocherait	VER	cnd:pre:3s;	na
accrocha	VER	ind:pas:3s;	na
accrochai	VER	ind:pas:1s;	na
accrochaient	VER	ind:imp:3p;	na
accrochais	VER	ind:imp:1s;ind:imp:2s;	na
accrochait	VER	ind:imp:3s;	na
accrochant	VER	par:pre;	na
accroche	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
accrochent	VER	ind:pre:3p;	na
accrocher	VER	inf;	na
accrochera	VER	ind:fut:3s;	na
accrocherai	VER	ind:fut:1s;	na
accrocheraient	VER	cnd:pre:3p;	na
accrochons	VER	imp:pre:1p;ind:pre:1p;	na
accrocherais	VER	cnd:pre:1s;	na
accrocheriez	VER	cnd:pre:2p;	na
accrocherez	VER	ind:fut:2p;	na
accrochées	VER	par:pas;	f
accrocheront	VER	ind:fut:3p;	na
accrochés	VER	par:pas;	m
accrochions	VER	ind:imp:1p;	na
accroches	VER	ind:pre:2s;sub:pre:2s;	na
accrochez	VER	imp:pre:2p;ind:pre:2p;	na
accrochiez	VER	ind:imp:2p;	na
accrochèrent	VER	ind:pas:3p;	na
accroché	VER	par:pas;	m
accrochée	VER	par:pas;	f
appareils	NOM	na	m
appareil	NOM	na	m
entendu	ADJ	na	m
entendues	ADJ	na	f
entendue	ADJ	na	f
entendus	ADJ	na	m
fiancées	NOM	na	f
fiancée	NOM	na	f
fiancé	NOM	na	m
fiancés	NOM	na	m
costumes	NOM	na	m
costume	NOM	na	m
déjeuners	NOM	na	m
déjeuner	NOM	na	m
collèrent	VER	ind:pas:3p;	na
colleront	VER	ind:fut:3p;	na
colles	VER	ind:pre:2s;sub:pre:2s;	na
collez	VER	imp:pre:2p;ind:pre:2p;	na
colliez	VER	ind:imp:2p;	na
collions	VER	ind:imp:1p;	na
collons	VER	imp:pre:1p;ind:pre:1p;	na
colle	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	na
collerez	VER	ind:fut:2p;	na
collée	VER	par:pas;	f
collées	VER	par:pas;	f
collaient	VER	ind:imp:3p;	na
collai	VER	ind:pas:1s;	na
collés	VER	par:pas;	m
collé	VER	par:pas;	m
colleras	VER	ind:fut:2s;	na
collerait	VER	cnd:pre:3s;	na
collais	VER	ind:imp:1s;ind:imp:2s;	na
collait	VER	ind:imp:3s;	na
collant	VER	par:pre;	na
collas	VER	ind:pas:2s;	na
collerais	VER	cnd:pre:1s;cnd:pre:2s;	na
collerai	VER	ind:fut:1s;	na
collera	VER	ind:fut:3s;	na
coller	VER	inf;;	na
collent	VER	ind:pre:3p;	na
colla	VER	ind:pas:3s;	na
codes	NOM	na	m
code	NOM	na	m
danses	NOM	na	f
danse	NOM	na	f
campagne	NOM	na	f
campagnes	NOM	na	f
intention	NOM	na	f
intentions	NOM	na	f
anglais	NOM	na	m
anglaises	NOM	na	f
anglaise	NOM	na	f
serrant	VER	par:pre;	na
serraient	VER	ind:imp:3p;	na
serrait	VER	ind:imp:3s;	na
serrons	VER	imp:pre:1p;ind:pre:1p;	na
serrâmes	VER	ind:pas:1p;	na
serrât	VER	sub:imp:3s;	na
serrer	VER	inf;	na
serrèrent	VER	ind:pas:3p;	na
serré	VER	par:pas;	m
serrent	VER	ind:pre:3p;sub:pre:3p;	na
serre	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
serrée	VER	par:pas;	f
serrées	VER	par:pas;	f
serrera	VER	ind:fut:3s;	na
valises	NOM	na	f
valise	NOM	na	f
serrais	VER	ind:imp:1s;ind:imp:2s;	na
serra	VER	ind:pas:3s;	na
serrai	VER	ind:pas:1s;	na
serrés	VER	par:pas;	m
serrions	VER	ind:imp:1p;	na
serrerait	VER	cnd:pre:3s;	na
serres	VER	ind:pre:2s;sub:pre:2s;	na
serrez	VER	imp:pre:2p;ind:pre:2p;	na
serreront	VER	ind:fut:3p;	na
serrerons	VER	ind:fut:1p;	na
serriez	VER	ind:imp:2p;	na
serrerai	VER	ind:fut:1s;	na
serrerez	VER	ind:fut:2p;	na
serreraient	VER	cnd:pre:3p;	na
serrerais	VER	cnd:pre:1s;	na
justices	NOM	na	f
justice	NOM	na	na
défense	NOM	na	f
défenses	NOM	na	f
arrêt	NOM	na	m
arrêts	NOM	na	m
belle	NOM	na	f
beau	NOM	na	m
belles	NOM	na	f
coupables	ADJ	na	na
coupable	ADJ	na	na
niveaux	NOM	na	m
niveau	NOM	na	m
moyen	ADJ	na	m
moyens	ADJ	na	m
moyennes	ADJ	na	f
moyenne	ADJ	na	f
entraînait	VER	ind:imp:3s;	na
entraînant	VER	par:pre;	na
entraînés	VER	par:pas;	m
entraîner	VER	inf;;inf;;inf;;	na
entraînera	VER	ind:fut:3s;	na
entraînée	VER	ind:imp:3p;par:pas;	f
entraînais	VER	ind:imp:1s;ind:imp:2s;	na
entraînées	VER	par:pas;	f
entraîne	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	na
entraînai	VER	ind:pas:1s;	na
entraînaient	VER	ind:imp:3p;	na
entraînent	VER	ind:pre:3p;sub:pre:3p;	na
entraînes	VER	ind:pre:2s;sub:pre:2s;	na
entraînerez	VER	ind:fut:2p;	na
entraînons	VER	imp:pre:1p;ind:pre:1p;	na
entraînât	VER	sub:imp:3s;	na
entraîneriez	VER	cnd:pre:2p;	na
entraîneras	VER	ind:fut:2s;	na
entraînerait	VER	cnd:pre:3s;	na
entraîna	VER	ind:pas:3s;	na
entraînèrent	VER	ind:pas:3p;	na
entraîné	VER	par:pas;	m
entraînerais	VER	cnd:pre:1s;cnd:pre:2s;	na
entraîneraient	VER	cnd:pre:3p;	na
entraîneront	VER	ind:fut:3p;	na
entraînerai	VER	ind:fut:1s;	na
entraînez	VER	imp:pre:2p;ind:pre:2p;	na
entraîniez	VER	ind:imp:2p;sub:pre:2p;	na
bus	NOM	na	m
mienne	PRO:pos	na	f
nerveux	ADJ	na	m
nerveuses	ADJ	na	f
nerveuse	ADJ	na	f
demains	NOM	na	m
demain	NOM	na	m
nord	NOM	na	m
crises	NOM	na	f
crise	NOM	na	f
connards	NOM	na	m
connard	NOM	na	m
moindre	ADJ	na	na
moindres	ADJ	na	na
tableau	NOM	na	m
tableaux	NOM	na	m
piquerez	VER	ind:fut:2p;	na
piqueras	VER	ind:fut:2s;	na
piquez	VER	imp:pre:2p;ind:pre:2p;	na
piques	VER	ind:pre:2s;	na
piqueront	VER	ind:fut:3p;	na
piquerais	VER	cnd:pre:1s;cnd:pre:2s;	na
piquerait	VER	cnd:pre:3s;	na
piquaient	VER	ind:imp:3p;	na
piqueraient	VER	cnd:pre:3p;	na
piquons	VER	imp:pre:1p;ind:pre:1p;	na
piquait	VER	ind:imp:3s;	na
piquant	VER	par:pre;	na
pique	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	na
piquai	VER	ind:pas:1s;	na
piquent	VER	ind:pre:3p;	na
piqua	VER	ind:pas:3s;	na
piquée	VER	par:pas;	f
piqué	VER	par:pas;	m
piquerai	VER	ind:fut:1s;	na
piquèrent	VER	ind:pas:3p;	na
piquions	VER	ind:imp:1p;	na
piquées	VER	par:pas;	f
piquera	VER	ind:fut:3s;	na
piqués	VER	par:pas;	m
piquais	VER	ind:imp:1s;ind:imp:2s;	na
piquiez	VER	ind:imp:2p;	na
piquer	VER	ind:imp:3s;inf;	na
admit	VER	ind:pas:3s;	na
admis	VER	ind:pas:1s;par:pas;par:pas;	m
admirent	VER	ind:pas:3p;	na
admise	VER	par:pas;	f
admît	VER	sub:imp:3s;	na
admises	VER	par:pas;	f
admettrez	VER	ind:fut:2p;	na
admette	VER	sub:pre:1s;sub:pre:3s;	na
admettais	VER	ind:imp:1s;ind:imp:2s;	na
admettent	VER	ind:pre:3p;	na
admettes	VER	sub:pre:2s;	na
admettez	VER	imp:pre:2p;ind:pre:2p;	na
admettiez	VER	ind:imp:2p;	na
admettions	VER	ind:imp:1p;	na
admettons	VER	imp:pre:1p;ind:pre:1p;	na
admettra	VER	ind:fut:3s;	na
admettrai	VER	ind:fut:1s;	na
admettraient	VER	cnd:pre:3p;	na
admettrais	VER	cnd:pre:1s;cnd:pre:2s;	na
admettrait	VER	cnd:pre:3s;	na
admettant	VER	par:pre;	na
admettaient	VER	ind:imp:3p;	na
admets	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	na
admet	VER	ind:pre:3s;	na
admettras	VER	ind:fut:2s;	na
admettre	VER	inf;	na
admettriez	VER	cnd:pre:2p;	na
admettrons	VER	ind:fut:1p;	na
admettront	VER	ind:fut:3p;	na
admettait	VER	ind:imp:3s;	na
restaurant	NOM	na	m
restaurants	NOM	na	m
trésor	NOM	na	m
trésors	NOM	na	m
nus	ADJ	na	m
nu	ADJ	na	m
nues	ADJ	na	f
nue	ADJ	na	f
produisais	VER	ind:imp:1s;ind:imp:2s;	na
produisit	VER	ind:pas:3s;	na
produite	VER	par:pas;	f
produiront	VER	ind:fut:3p;	na
produit	VER	ind:pre:3s;par:pas;	m
produisant	VER	par:pre;	na
produisît	VER	sub:imp:3s;	na
produisons	VER	imp:pre:1p;ind:pre:1p;	na
produise	VER	sub:pre:1s;sub:pre:3s;	na
produirons	VER	ind:fut:1p;	na
produisirent	VER	ind:pas:3p;	na
produisait	VER	ind:imp:3s;	na
produisions	VER	ind:imp:1p;	na
produisez	VER	imp:pre:2p;ind:pre:2p;	na
produises	VER	sub:pre:2s;	na
produisent	VER	ind:pre:3p;	na
produisis	VER	ind:pas:1s;	na
produisaient	VER	ind:imp:3p;	na
produis	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	na
produiriez	VER	cnd:pre:2p;	na
produites	VER	par:pas;	f
produits	VER	par:pas;	m
produirez	VER	ind:fut:2p;	na
produire	VER	inf;	na
produiras	VER	ind:fut:2s;	na
produirait	VER	cnd:pre:3s;	na
produira	VER	ind:fut:3s;	na
produiraient	VER	cnd:pre:3p;	na
produirais	VER	cnd:pre:1s;	na
tombes	NOM	na	f
tombe	NOM	na	f
poches	NOM	na	na
poche	NOM	na	na
menaçait	VER	ind:imp:3s;	na
menacé	VER	par:pas;	m
menaçais	VER	ind:imp:1s;ind:imp:2s;	na
menaçaient	VER	ind:imp:3p;	na
menaça	VER	ind:pas:3s;	na
menacèrent	VER	ind:pas:3p;	na
menacées	VER	par:pas;	f
menacée	VER	par:pas;	f
menacions	VER	ind:imp:1p;	na
menacés	VER	par:pas;	m
menaçant	VER	par:pre;	na
menaçons	VER	ind:pre:1p;	na
menace	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
menaceras	VER	ind:fut:2s;	na
menaciez	VER	ind:imp:2p;	na
menaces	VER	ind:pre:2s;sub:pre:2s;	na
menacez	VER	imp:pre:2p;ind:pre:2p;	na
menacerait	VER	cnd:pre:3s;	na
menaceraient	VER	cnd:pre:3p;	na
menacera	VER	ind:fut:3s;	na
menacer	VER	ind:pre:2p;ind:pre:2p;inf;	na
menacent	VER	ind:pre:3p;	na
menaceront	VER	ind:fut:3p;	na
menaceriez	VER	cnd:pre:2p;	na
menaçât	VER	sub:imp:3s;	na
couple	NOM	na	na
couples	NOM	na	m
gâchaient	VER	ind:imp:3p;	na
gâcha	VER	ind:pas:3s;	na
gâché	VER	par:pas;	m
gâchée	VER	par:pas;	f
gâchées	VER	par:pas;	f
gâchés	VER	par:pas;	m
gâchais	VER	ind:imp:1s;ind:imp:2s;	na
gâcherai	VER	ind:fut:1s;	na
gâchât	VER	sub:imp:3s;	na
gâcheras	VER	ind:fut:2s;	na
gâchera	VER	ind:fut:3s;	na
gâcher	VER	inf;	na
gâchent	VER	ind:pre:3p;	na
gâcheraient	VER	cnd:pre:3p;	na
gâcherais	VER	cnd:pre:1s;cnd:pre:2s;	na
gâcherait	VER	cnd:pre:3s;	na
gâche	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	na
gâchait	VER	ind:imp:3s;	na
gâcherez	VER	ind:fut:2p;	na
gâcheriez	VER	cnd:pre:2p;	na
gâches	VER	ind:pre:2s;	na
gâchez	VER	imp:pre:2p;ind:pre:2p;	na
gâchiez	VER	ind:imp:2p;	na
gâchant	VER	par:pre;	na
gâchons	VER	imp:pre:1p;ind:pre:1p;	na
odeurs	NOM	na	f
odeur	NOM	na	f
vu	ADJ	na	m
vue	ADJ	na	f
vues	ADJ	na	f
vus	ADJ	na	m
souci	NOM	na	m
soucis	NOM	na	m
lorsque	CON	na	na
concerneraient	VER	cnd:pre:3p;	na
concernait	VER	ind:imp:3s;	na
concernant	VER	par:pre;	na
concerne	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
concernent	VER	ind:pre:3p;	na
concernera	VER	ind:fut:3s;	na
concerné	VER	par:pas;	m
concernerait	VER	cnd:pre:3s;	na
concernât	VER	sub:imp:3s;	na
concernèrent	VER	ind:pas:3p;	na
concernée	VER	par:pas;	f
concernées	VER	par:pas;	f
concernés	VER	par:pas;	m
concernaient	VER	ind:imp:3p;	na
concerner	VER	inf;	na
énormes	ADJ	na	na
énorme	ADJ	na	na
programmes	NOM	na	m
programme	NOM	na	m
allemand	NOM	na	m
allemande	NOM	na	f
allemandes	NOM	na	f
allemands	NOM	na	m
toits	NOM	na	m
toit	NOM	na	m
bravo	ONO	na	na
représentèrent	VER	ind:pas:3p;	na
représentiez	VER	ind:imp:2p;	na
représentions	VER	ind:imp:1p;	na
représentons	VER	imp:pre:1p;ind:pre:1p;	na
représentât	VER	sub:imp:3s;	na
représenter	VER	inf;	na
représenté	VER	par:pas;	m
représentée	VER	par:pas;	f
représentées	VER	par:pas;	f
représentes	VER	ind:pre:2s;	na
représentés	VER	par:pas;	m
représentent	VER	ind:pre:3p;sub:pre:3p;	na
représentez	VER	imp:pre:2p;ind:pre:2p;	na
représenteront	VER	ind:fut:3p;	na
représente	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	na
représentera	VER	ind:fut:3s;	na
représenta	VER	ind:pas:3s;	na
représenterez	VER	ind:fut:2p;	na
représentais	VER	ind:imp:1s;ind:imp:2s;	na
représentait	VER	ind:imp:3s;	na
représentaient	VER	ind:imp:3p;	na
représentant	VER	par:pre;	na
représenterai	VER	ind:fut:1s;	na
représenteraient	VER	cnd:pre:3p;	na
représenterais	VER	cnd:pre:1s;cnd:pre:2s;	na
représenterait	VER	cnd:pre:3s;	na
représenteras	VER	ind:fut:2s;	na
représentai	VER	ind:pas:1s;	na
béniront	VER	ind:fut:3p;	na
bénirais	VER	cnd:pre:1s;	na
bénirai	VER	ind:fut:1s;	na
béniras	VER	ind:fut:2s;	na
bénirait	VER	cnd:pre:3s;	na
bénissais	VER	ind:imp:1s;	na
bénirez	VER	ind:fut:2p;	na
bénirons	VER	ind:fut:1p;	na
bénissez	VER	imp:pre:2p;ind:pre:2p;	na
bénissions	VER	ind:imp:1p;	na
bénissait	VER	ind:imp:3s;	na
bénira	VER	ind:fut:3s;	na
bénir	VER	inf;	na
bénissons	VER	imp:pre:1p;ind:pre:1p;	na
bénit	VER	ind:pre:3s;	na
bénies	VER	par:pas;	f
bénissant	VER	par:pre;	na
bénie	VER	par:pas;	f
béni	VER	par:pas;	m
bénissaient	VER	ind:imp:3p;	na
bénisse	VER	sub:pre:1s;sub:pre:3s;	na
telle	ADJ:ind	na	f
bénissent	VER	ind:pre:3p;	na
bénis	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;par:pas;	m
